0,17
0,112
0,134
1,167
2,84
2,149
4,175
5,176
7,84
7,149
8,199
8,207
8,219
10,173
11,179
13,172
13,207
15,131
16,123
17,6
17,112
17,134
18,68
18,70
18,124
19,34
19,60
20,93
20,212
21,76
21,108
22,61
22,156
23,109
23,111
24,61
24,280
25,71
25,170
26,185
26,194
27,129
28,124
28,213
29,198
31,167
32,82
32,96
33,27
34,24
35,126
35,129
36,128
37,220
38,271
39,102
41,115
41,146
41,217
42,75
43,147
45,156
46,119
46,211
47,20
48,148
49,150
50,233
53,152
53,206
54,179
54,182
55,196
55,219
56,59
58,229
59,181
59,210
61,66
64,251
65,160
65,164
65,190
66,255
67,99
68,12
68,86
70,28
70,86
71,78
72,73
73,159
74,184
75,180
76,83
76,84
76,108
77,14
77,111
77,120
77,242
78,25
78,81
78,170
79,70
80,211
82,133
83,149
85,208
88,113
89,49
89,171
89,181
91,194
91,211
92,125
92,152
92,206
93,212
95,186
96,118
97,162
97,221
98,15
99,147
100,38
100,173
101,150
101,177
102,170
103,240
103,251
104,12
104,124
105,200
106,99
107,94
108,84
108,140
109,111
110,0
110,17
110,98
112,9
113,152
114,37
114,137
117,74
117,142
117,154
118,74
118,135
118,154
119,20
119,165
120,114
120,200
121,197
123,63
125,92
125,221
126,52
127,164
128,132
128,218
129,87
129,126
130,63
131,0
131,110
133,186
134,6
134,110
135,117
136,62
136,213
137,30
137,114
137,227
138,235
138,255
138,256
140,90
140,108
141,122
141,166
141,168
141,183
143,5
143,46
143,93
144,196
145,57
146,115
148,182
149,21
150,208
150,210
152,113
152,221
153,37
153,157
153,204
154,74
154,118
154,142
155,199
155,207
156,24
157,114
157,153
158,114
158,220
160,107
161,139
162,97
162,206
162,275
163,132
163,189
163,246
164,145
164,251
165,46
165,47
165,93
165,176
166,95
166,133
167,180
168,44
169,25
169,39
169,102
170,25
171,49
171,177
172,219
173,100
174,40
174,284
175,39
175,102
176,47
177,42
177,181
177,210
178,115
178,127
178,214
181,85
182,54
182,151
182,179
183,122
183,193
184,74
185,91
185,211
186,122
186,193
186,224
187,216
189,72
189,73
189,116
190,51
190,145
191,226
191,228
192,238
193,133
193,166
194,26
195,125
195,189
196,50
197,51
197,145
197,160
198,41
198,214
199,111
199,219
200,14
200,40
200,111
200,136
201,232
202,229
202,248
203,53
204,153
204,158
204,220
205,201
206,53
207,176
207,199
208,85
209,228
209,251
211,80
211,88
211,223
211,226
213,77
213,174
213,200
214,69
214,217
215,240
216,187
217,69
217,115
217,130
218,201
218,202
218,224
219,50
219,55
219,196
220,114
220,204
221,53
221,125
221,258
222,5
222,215
222,236
223,91
223,169
223,211
224,186
224,201
225,215
225,228
226,88
227,114
228,103
229,205
229,224
229,243
230,30
230,227
231,66
231,247
232,201
232,238
233,50
233,196
233,229
233,236
234,192
234,224
234,243
234,248
235,43
235,138
235,188
235,231
235,247
235,255
236,191
236,225
236,240
236,250
237,138
237,239
237,256
238,218
239,216
239,247
240,103
240,208
240,222
240,225
240,241
240,252
241,258
241,268
241,273
242,246
242,260
242,263
242,273
242,274
243,202
243,229
243,232
243,234
245,266
245,271
245,279
245,281
245,283
246,257
246,260
246,273
246,274
247,216
247,239
248,58
248,234
250,215
251,250
252,244
252,276
253,257
253,262
254,266
254,271
254,272
254,283
254,285
255,3
255,253
256,3
257,253
257,260
257,261
258,221
258,257
258,261
258,274
258,277
259,262
259,270
260,255
260,257
261,249
261,262
262,259
262,260
262,261
263,260
264,279
264,283
264,285
265,254
266,254
267,241
267,242
267,257
267,260
267,261
267,262
267,263
268,253
268,277
269,254
269,284
270,246
270,262
271,254
271,272
271,282
272,254
272,278
273,242
273,259
274,241
274,257
274,268
275,249
275,264
275,271
276,271
276,272
277,263
278,264
278,272
278,279
279,272
279,278
279,283
280,24
280,271
280,272
280,281
281,269
281,274
281,283
282,175
282,245
282,254
282,275
282,283
283,270
284,174
284,249
284,269
284,271
284,281
285,254
285,266
285,271
285,278
285,280
285,284
