0,159
1,129
1,221
2,108
2,246
3,224
3,271
3,276
4,63
5,197
6,177
7,279
7,280
8,118
8,161
10,78
10,215
11,183
11,260
12,200
13,29
13,100
15,151
16,65
18,160
20,110
20,153
21,189
24,165
25,79
25,121
25,134
27,87
28,118
29,142
29,292
31,110
31,126
33,45
34,31
34,119
34,167
34,175
35,207
36,239
36,243
37,122
38,119
39,77
39,138
41,136
41,184
41,213
42,75
42,203
43,95
44,24
45,200
45,230
46,4
47,122
47,163
49,256
49,262
54,135
55,212
56,15
56,117
56,136
57,221
57,268
58,131
60,123
61,6
64,148
64,166
65,206
66,228
66,277
67,86
68,52
68,267
69,111
69,193
70,168
70,268
73,152
73,173
73,206
74,221
75,203
76,159
77,50
77,54
78,1
78,202
79,269
80,218
81,40
82,172
82,252
83,28
83,118
85,97
86,84
87,110
88,279
88,280
89,148
90,103
90,191
90,281
91,13
92,85
93,215
93,222
94,62
94,84
95,187
95,234
96,55
96,175
96,202
97,92
97,193
98,37
99,63
100,20
100,48
100,277
101,152
101,203
102,156
103,218
104,196
105,124
106,20
106,29
109,188
110,34
111,195
112,244
113,59
115,9
115,175
116,120
117,124
117,140
117,235
118,59
118,113
119,126
121,25
123,14
123,150
124,241
125,166
126,71
126,87
127,284
129,1
129,78
129,221
130,114
130,157
131,28
131,252
132,209
132,250
132,284
132,286
134,40
135,26
135,50
135,54
135,138
136,124
136,197
137,115
137,271
138,54
139,290
141,154
141,220
141,242
141,283
143,23
143,239
144,15
144,198
144,225
145,170
146,12
147,25
147,92
147,178
148,64
148,169
152,65
152,73
152,173
153,13
153,20
153,91
154,50
155,70
155,84
155,94
155,168
156,288
157,114
159,76
160,259
161,8
161,83
162,117
162,184
163,98
163,160
164,24
165,123
165,158
166,107
167,31
167,58
168,155
169,125
169,166
170,77
170,138
170,145
171,163
173,101
174,267
175,9
175,202
176,184
177,196
179,11
180,90
180,259
181,253
182,6
182,177
183,180
183,260
184,140
185,267
185,284
186,202
186,212
186,229
187,2
187,15
187,21
187,199
188,30
188,114
189,151
189,198
190,231
190,264
192,252
193,195
193,239
194,6
195,143
195,168
196,177
196,182
197,5
197,136
198,43
198,144
198,189
200,33
200,46
200,142
201,248
202,78
203,75
203,206
204,223
204,227
204,248
204,271
206,16
206,32
207,114
208,187
208,214
209,252
209,255
210,230
210,234
210,249
210,267
211,259
211,264
212,99
212,175
212,176
213,259
214,213
214,264
216,76
216,104
216,177
217,265
217,289
217,290
218,69
219,112
219,229
219,230
219,237
220,231
220,233
222,221
223,227
223,245
223,276
224,3
224,126
224,270
224,271
225,144
225,256
226,290
227,201
227,248
228,66
228,134
229,205
229,219
229,253
230,172
230,219
230,255
230,273
231,242
232,183
232,214
233,238
233,254
234,249
234,250
234,252
234,273
235,220
235,262
235,283
236,132
236,185
236,240
236,275
238,225
238,233
240,274
241,5
242,254
243,90
243,111
243,195
243,276
244,205
244,219
244,272
244,277
245,137
246,95
246,144
246,187
247,33
247,141
247,262
247,276
248,51
248,137
248,151
248,271
249,246
250,249
250,273
251,17
251,51
251,276
252,149
252,250
253,277
254,154
255,82
255,192
255,230
256,247
257,236
257,267
257,279
258,277
259,133
259,211
259,232
260,133
260,211
261,194
261,288
261,289
263,37
263,286
264,232
265,281
265,287
265,289
266,217
266,226
266,261
266,265
266,274
266,276
266,278
267,7
267,240
268,185
268,267
269,22
269,185
269,240
269,267
269,268
269,279
270,223
270,248
271,248
272,72
272,112
272,244
273,234
274,226
274,286
274,288
274,289
274,292
275,7
275,64
275,267
276,51
276,223
276,248
277,27
278,217
278,263
278,266
278,286
278,288
279,275
280,19
280,53
280,174
280,257
281,261
281,263
282,82
282,189
282,192
282,209
283,141
283,238
283,256
283,284
284,185
284,192
284,250
285,113
285,149
285,266
285,281
285,289
286,261
286,263
286,266
286,287
286,291
287,261
287,289
288,156
288,233
288,278
288,286
289,139
289,261
289,278
290,217
290,289
291,128
291,274
291,288
291,289
292,265
292,278
292,287
