0,208
1,184
2,148
3,141
4,228
5,132
5,146
6,221
7,200
8,15
8,156
9,98
9,159
10,70
10,181
11,0
12,236
13,102
14,272
16,258
16,266
17,100
18,138
20,151
21,190
22,172
23,68
23,134
23,147
24,262
24,267
25,27
25,75
26,87
26,273
27,25
32,46
32,156
34,22
34,53
35,143
35,164
36,19
36,138
36,153
37,5
38,187
39,54
41,220
42,266
43,157
43,283
44,198
46,161
47,150
48,176
49,44
49,156
50,35
50,38
51,143
55,37
55,225
56,244
57,100
58,254
59,123
59,152
60,77
60,186
61,184
61,212
61,274
62,147
63,119
63,184
64,143
65,37
65,62
65,147
66,271
67,30
67,189
68,145
69,52
69,73
71,266
71,270
73,19
73,122
73,153
75,104
75,204
75,280
78,277
79,76
79,225
80,283
81,122
82,219
83,29
83,45
84,192
88,232
89,261
90,59
91,226
92,274
92,276
92,285
93,97
93,109
93,174
93,272
94,238
94,266
95,18
95,240
95,271
97,235
98,123
100,29
100,191
101,194
102,27
102,266
103,81
103,112
103,244
105,236
106,132
106,170
106,257
110,174
111,148
111,193
113,57
113,133
113,142
113,189
114,53
116,41
116,191
116,211
116,220
117,243
117,270
118,64
118,164
119,63
119,140
119,252
120,287
122,52
124,55
125,186
126,60
127,247
127,265
128,170
128,210
128,214
128,275
129,116
130,119
130,285
131,100
131,208
132,5
132,65
133,9
133,113
134,111
134,145
134,148
135,261
136,40
136,158
138,14
138,205
139,145
140,63
140,119
144,48
144,269
145,96
147,72
147,125
147,132
148,134
149,174
150,165
151,31
151,156
151,160
152,59
152,133
155,82
155,163
155,260
157,43
158,5
158,40
158,60
158,103
158,136
158,186
159,66
160,8
161,46
161,93
161,174
162,73
163,140
163,219
164,33
164,274
165,175
166,171
166,222
168,98
168,123
168,152
169,217
169,242
169,252
170,183
170,214
171,222
174,105
174,109
174,110
174,161
174,254
174,286
175,170
176,84
176,217
177,54
178,229
179,178
181,29
181,195
182,17
182,107
182,168
182,180
183,214
183,258
184,115
185,139
186,271
187,67
188,187
189,141
190,21
190,203
190,219
191,100
192,108
193,2
193,115
194,6
194,101
194,121
194,129
194,220
195,10
195,83
195,173
195,181
195,226
196,277
196,287
196,289
196,290
197,246
197,272
198,137
198,215
198,234
199,214
199,270
200,25
201,279
202,82
202,216
202,235
204,27
204,89
204,213
204,257
205,253
205,262
205,267
205,279
206,128
206,274
207,238
207,243
207,266
207,268
207,270
208,126
208,131
209,74
209,108
210,21
210,91
211,18
211,86
211,180
211,223
212,28
212,63
212,184
213,76
213,166
213,218
214,91
214,165
215,4
215,26
215,81
216,225
216,265
217,176
217,209
218,52
220,6
221,127
222,166
222,218
223,117
223,199
223,266
223,268
224,99
224,167
225,55
226,63
226,140
227,188
228,63
228,290
229,48
229,111
229,192
229,282
230,240
230,271
231,194
231,216
231,234
232,76
232,218
232,222
233,130
233,244
234,241
235,154
235,234
235,236
236,127
236,220
236,231
236,247
237,259
237,275
237,283
238,257
238,258
238,266
239,12
239,231
240,144
240,256
240,279
241,231
241,236
241,247
243,257
244,227
244,251
245,252
245,268
245,271
246,197
247,135
247,235
248,249
248,278
248,283
249,206
249,276
249,284
250,262
250,264
252,230
252,260
253,205
253,250
255,129
255,262
256,279
257,238
258,117
258,199
258,264
258,270
259,39
259,249
259,264
259,275
259,286
260,207
260,256
262,272
263,248
263,276
263,283
264,237
264,248
264,283
265,271
266,258
267,197
267,233
268,16
268,273
269,58
269,99
270,16
270,207
270,223
270,258
270,266
271,24
271,97
271,169
271,256
271,260
272,205
272,227
272,244
272,246
272,250
272,255
272,281
273,228
273,288
274,78
274,206
274,287
275,6
275,128
275,237
276,281
278,249
278,283
278,287
279,205
279,249
279,256
279,259
279,282
280,196
280,288
281,80
281,282
282,80
282,229
282,248
282,264
282,276
282,279
283,126
283,248
283,276
283,286
284,237
285,273
286,249
286,278
286,279
286,282
287,80
287,177
287,278
287,280
287,288
288,120
288,251
288,273
288,289
290,85
290,196
290,280
290,285
290,288
