0,271
1,40
1,132
1,232
3,194
4,107
4,250
5,248
7,245
8,289
10,287
11,183
11,278
12,223
13,16
14,265
14,274
15,174
16,69
16,201
17,130
19,192
20,153
21,68
21,123
22,194
23,0
24,185
25,133
26,208
27,162
27,233
28,155
28,185
28,243
30,155
31,197
34,198
34,200
36,34
36,69
36,190
37,75
38,124
39,144
39,286
40,288
43,266
43,274
44,117
45,208
46,284
47,190
48,205
49,219
49,246
50,153
51,184
53,61
53,248
55,208
55,219
56,233
57,149
57,233
58,66
58,249
59,72
61,32
61,167
62,50
63,38
63,76
63,126
64,99
64,144
64,190
65,53
65,248
66,230
67,155
68,206
69,59
69,218
70,98
71,221
71,242
72,178
76,52
76,261
78,242
79,33
81,278
83,273
84,107
87,208
88,228
88,278
89,228
90,23
91,257
92,270
93,114
94,224
95,270
95,286
96,45
96,128
96,167
98,148
98,191
99,69
99,120
100,176
101,46
101,283
104,32
104,189
105,90
105,229
106,204
108,226
109,99
112,82
112,170
112,226
113,178
113,215
113,253
114,3
114,195
115,11
115,287
116,160
117,276
118,251
119,102
119,150
120,166
121,208
121,242
122,85
124,2
124,141
124,183
125,197
126,63
126,186
127,26
130,151
130,259
132,223
133,104
134,196
134,285
136,171
136,240
137,127
138,85
138,122
138,139
140,201
142,247
142,260
143,103
144,36
144,39
144,64
145,261
146,168
146,203
146,212
147,140
148,191
148,230
149,162
150,213
152,286
153,200
153,261
155,17
155,28
155,67
155,115
157,182
157,212
158,194
161,28
161,155
162,27
162,42
162,177
163,4
164,38
164,183
164,288
165,232
165,271
166,42
167,133
168,212
169,219
169,256
170,91
170,108
171,245
171,268
172,239
172,270
172,279
173,271
174,181
174,248
175,230
175,234
175,266
175,274
176,159
177,57
178,202
178,236
179,77
179,154
179,250
179,268
180,291
181,23
182,263
182,271
182,273
182,280
183,11
183,40
183,124
183,270
184,249
185,86
185,161
185,273
186,18
186,126
186,192
187,79
188,140
188,213
189,25
189,96
189,288
190,64
190,229
191,98
191,129
191,148
192,215
193,120
193,159
194,78
194,242
194,270
195,259
195,263
195,280
196,6
196,110
196,134
196,162
196,204
197,156
198,32
198,289
199,35
199,121
199,210
200,34
200,97
200,198
201,102
201,140
202,72
202,186
202,192
202,215
202,279
203,146
203,265
204,90
204,106
204,196
205,271
206,53
206,149
206,214
207,216
208,246
209,57
209,111
209,116
209,223
210,173
210,199
210,264
210,267
211,82
211,170
212,157
213,140
213,188
214,65
214,233
215,51
215,192
215,202
215,247
216,33
216,231
217,127
217,147
217,184
217,249
217,291
218,277
218,282
219,55
219,189
219,246
220,54
220,70
220,143
221,218
221,233
222,125
222,197
222,229
223,132
223,232
223,234
224,132
224,143
225,84
225,222
225,258
226,5
227,285
228,166
229,8
229,190
230,73
230,91
230,175
231,216
232,12
232,101
232,239
233,206
234,280
235,277
236,93
237,103
237,107
237,131
237,224
238,122
239,172
240,82
240,175
240,203
241,184
241,275
241,277
241,287
241,289
242,29
242,194
243,210
244,85
244,234
244,274
245,126
245,154
245,268
246,55
247,149
247,242
247,261
248,53
248,119
249,58
249,147
249,217
250,7
251,220
251,246
252,147
252,270
253,113
253,258
253,262
254,3
254,255
255,15
255,65
255,261
256,284
256,289
258,171
258,179
258,250
258,276
259,280
260,129
260,225
260,264
261,15
261,65
262,135
262,142
262,264
263,242
263,273
264,223
265,266
265,291
266,42
266,265
267,227
267,243
268,15
268,171
268,258
269,87
269,195
270,59
270,172
270,279
270,286
271,52
271,74
271,129
272,221
272,239
272,277
272,281
272,286
273,41
273,80
274,43
274,203
275,115
275,256
275,289
276,175
276,258
277,141
277,241
277,272
278,195
278,280
279,29
279,270
280,182
280,259
280,278
282,95
282,272
283,158
283,285
283,290
284,143
284,227
284,253
284,273
284,285
284,287
284,289
285,150
285,227
286,65
286,221
286,239
286,282
287,188
287,208
287,241
287,249
287,256
287,281
287,288
287,289
288,40
288,227
288,287
288,290
289,222
290,60
290,256
290,289
290,291
291,9
291,180
291,283
